Timestamp,Channel URL,Title,Video URL,Owner Channel Name,Views,Rounded Subscriber Count,Description,Like Count
2025-07-01 00:56:15,https://www.youtube.com/channel/UCqOwcxgDCjnHNgMt9A3Ua8w/videos,GYMNASTICS SHOPPING with daughters,https://www.youtube.com/watch?v=x1tSHZyER_g,,2479516 views,25.5M subscribers,"",23K
2025-07-01 00:56:15,https://www.youtube.com/channel/UC-bnedByiU_K_oUyT0pzixA/videos,Bahubali 2 Spoof | Bahubali VS Reality | Expectation vs Reality | Part 2 | BigBoyzTeam,https://www.youtube.com/watch?v=1TJXU6rKxiE,,3532003 views,7.3M subscribers,"",19K
2025-07-01 00:56:15,https://www.youtube.com/channel/UC-bnedByiU_K_oUyT0pzixA/videos,Krrish 3 Spoof | Hrithik Roshan | Priyanka Chopra | Vivek Oberoi | BigBoyzTeam,https://www.youtube.com/watch?v=YKZ56iPeFZk\u0026pp=0gcJCcMJAYcqIYzv,,9302093 views,7.3M subscribers,"",120K
2025-07-01 00:56:15,https://www.youtube.com/channel/UC-bnedByiU_K_oUyT0pzixA/videos,Bahubali 2 Spoof | Bahubali VS Reality | Expectation vs Reality | BigBoyzTeam,https://www.youtube.com/watch?v=jUUT0cFPB-E,,5861542 views,7.3M subscribers,"",41K
2025-07-01 00:56:15,https://www.youtube.com/channel/UC-bnedByiU_K_oUyT0pzixA/videos,Robot Movie Spoof | Rajinikanth | Aishwarya Rai | BigBoyzTeam,https://www.youtube.com/watch?v=JaHwDanUF4A,,14104828 views,7.3M subscribers,"",239K
2025-07-01 00:56:15,https://www.youtube.com/channel/UC-bnedByiU_K_oUyT0pzixA/videos,Singham Returns Movie Spoof | Ft. Ajay Devgn | Kareena Kapoor | BigBoyzTeam,https://www.youtube.com/watch?v=f_fXwh4LnBY,,5706025 views,7.3M subscribers,"",27K
2025-07-01 00:56:15,https://www.youtube.com/channel/UC-bnedByiU_K_oUyT0pzixA/videos,Best Of Bollywood Spoof Compilation | Ft. John Abraham \u0026 Salman Khan | Bollywood Vs Reality | BBT,https://www.youtube.com/watch?v=naFHF4ATtwM,,4934597 views,7.3M subscribers,"",27K
2025-07-01 00:56:15,https://www.youtube.com/channel/UC-bnedByiU_K_oUyT0pzixA/videos,Bahubali VS Reality | Bahubali 2 Spoof | Expectation vs Reality | Part 9 | BigBoyzTeam,https://www.youtube.com/watch?v=vnrq4v00i9w,,9151644 views,7.3M subscribers,"",25K
2025-07-01 00:56:15,https://www.youtube.com/channel/UCyny-dfYPbE-CjAkzkZqF8A/videos,“Po egzagjerojnë futbollin” Sinemati: Ja çdo ndodhi me lojtarët -  Procesi Sportiv,https://www.youtube.com/watch?v=snyW0OSerjo,,232 views,3.09M subscribers,"",4
2025-07-01 00:56:15,https://www.youtube.com/channel/UCyny-dfYPbE-CjAkzkZqF8A/videos,Botërori Klubeve\, Redi Jupi: Ja çfarë po më befason - Procesi Sportiv,https://www.youtube.com/watch?v=wLHNF3TIukM,,238 views,3.09M subscribers,"",2
